num_stocks,max_stock_weight,top3_concentration,total_weight_drift,portfolio_return,portfolio_volatility,sector_concentration,days_since_last_rebalance,market_return_30d,market_volatility_30d,market_drawdown_90d,market_trend,rebalancing_label
6,0.372387,0.706315,0.431134,0.191903,0.026742,0.642594,188,0.09388,0.009228,0.0,1,0
12,0.100857,0.289596,0.126579,-0.074204,0.00988,0.189726,108,-0.055021,0.012931,-0.102952,0,1
6,0.437754,0.778429,0.63339,0.057351,0.00234,1.0,164,0.002191,0.005123,-0.037452,1,0
44,0.034068,0.094228,0.161216,-0.042836,0.028655,0.182412,165,-0.064433,0.011302,-0.093449,0,0
7,0.266359,0.677935,0.543882,0.05062,0.007757,0.490487,116,0.036736,0.008457,0.0,1,0
5,0.279635,0.686089,0.185958,0.126913,0.003281,1.0,162,0.06357,0.004993,0.0,1,1
6,0.676722,0.855785,1.020111,-0.039453,0.000296,0.676722,49,-0.012968,0.006492,-0.037836,1,0
5,0.859934,0.956282,1.319867,-0.080124,0.005792,0.882706,228,-0.011587,0.008335,-0.092631,1,0
8,0.449913,0.778312,0.806625,0.019698,0.007789,0.449913,78,0.04771,0.011427,-0.006202,1,0
11,0.135948,0.363261,0.207542,0.006835,0.002487,0.309904,87,-0.059587,0.006358,-0.059587,0,0
14,0.090875,0.267196,0.176176,-0.012812,0.009902,0.262101,221,-0.010071,0.012155,-0.069861,1,0
6,0.491477,0.900968,0.986887,-0.172541,0.011903,0.826777,155,0.019268,0.008264,-0.028847,1,0
8,0.290647,0.578734,0.407467,0.238173,0.019694,0.582765,174,0.088795,0.011299,0.0,1,1
41,0.029084,0.085048,0.067024,0.081986,0.005351,0.186954,218,0.017916,0.004456,-0.055137,1,0
4,0.274831,0.781954,0.069631,0.132854,0.001848,1.0,105,0.080701,0.007026,0.0,1,1
40,0.037,0.098704,0.093313,0.190956,0.018633,0.161404,203,0.036691,0.00642,0.0,1,1
6,0.650962,0.859982,0.968591,0.072324,0.005325,0.650962,67,0.056043,0.010256,-0.012425,1,1
4,0.697639,0.983019,0.923685,0.047458,0.000887,0.697639,31,0.019688,0.008849,-0.011172,1,1
12,0.123513,0.328489,0.175035,-0.04621,0.003085,0.239275,39,-0.027589,0.007114,-0.078084,0,1
8,0.343493,0.710518,0.671037,0.239286,0.003089,0.420589,67,0.09785,0.009048,0.0,1,0
14,0.126022,0.318325,0.209582,0.128695,0.013547,0.215517,133,0.056305,0.008237,0.0,1,0
37,0.034582,0.097566,0.105493,0.10007,0.011053,0.19394,171,-0.014997,0.007266,-0.036285,1,0
13,0.110339,0.28185,0.111782,-0.012397,0.001048,0.223831,18,-0.036659,0.006806,-0.095731,0,0
5,0.34526,0.736756,0.29052,-0.330803,0.007007,1.0,132,-0.024274,0.011985,-0.112641,0,0
5,0.689049,0.947907,0.978099,-0.037872,0.00148,0.689049,45,-0.052851,0.008884,-0.088675,0,0
6,0.470747,0.922848,0.906275,0.36963,0.017382,0.470747,211,0.060722,0.007915,0.0,1,0
3,0.95613,1.0,1.245593,-0.055698,3.9e-05,0.95613,186,0.010782,0.005004,-0.01476,1,0
5,0.384488,0.774429,0.396298,-0.01236,0.004963,1.0,111,0.004258,0.006404,-0.023554,1,0
43,0.031205,0.092479,0.132392,-0.042481,0.023268,0.157023,231,0.043661,0.010827,0.0,1,0
6,0.334043,0.803663,0.657339,0.151649,0.003385,0.407634,227,0.091649,0.006228,-0.003636,1,0
12,0.151243,0.389779,0.294891,0.252885,0.009461,0.298682,141,0.061439,0.006456,-0.011711,1,0
23,0.059977,0.166801,0.130595,0.052791,0.002145,0.181273,35,0.035905,0.007255,0.0,1,1
6,0.360726,0.836523,0.673046,-0.044458,0.004198,0.360726,113,0.031462,0.005943,0.0,1,1
5,0.630972,0.989137,1.089975,-0.054414,0.003087,0.630972,225,-0.051553,0.010279,-0.11255,0,1
3,0.637371,1.0,0.608076,0.06464,0.013233,0.637371,227,0.013835,0.008299,0.0,0,0
16,0.086142,0.232395,0.12374,-0.04543,0.001988,0.266956,15,-0.047429,0.008368,-0.072456,0,0
6,0.299626,0.66754,0.335549,0.070848,0.00296,0.466656,66,0.080718,0.007097,-0.006377,1,0
11,0.158513,0.394039,0.283841,0.213591,0.01381,0.29336,216,0.03379,0.00872,-0.010734,1,1
6,0.376311,0.903262,0.806524,-0.216787,0.014503,0.387592,106,-0.00891,0.014662,-0.1117,0,0
5,0.258587,0.668063,0.182674,0.049372,0.003544,1.0,160,0.075649,0.005982,0.0,1,1
4,0.715815,0.942045,0.931629,0.172685,0.000587,0.715815,169,-0.014972,0.006016,-0.035992,0,0
4,0.455159,0.876273,0.410318,0.154478,0.004255,0.455159,129,0.046659,0.006939,-0.005008,1,1
12,0.137232,0.388558,0.365702,0.050657,0.003778,0.233829,55,0.082535,0.00879,-0.009144,1,1
22,0.067801,0.183823,0.139947,-0.033718,0.02453,0.166941,105,-0.067037,0.015948,-0.097041,0,1
18,0.07409,0.215813,0.165159,0.098407,0.008968,0.178754,203,0.018873,0.008251,-0.007071,1,1
5,0.838672,0.941516,1.277344,0.073656,0.009788,0.861267,132,0.087826,0.012299,-0.034583,1,1
17,0.095117,0.250565,0.226182,0.353223,0.061028,0.226674,218,-0.020985,0.013598,-0.030663,1,1
5,0.488595,0.973023,0.94032,0.138688,0.005999,0.488595,211,0.074098,0.0092,-0.003106,1,1
5,0.282504,0.673045,0.165008,0.062581,0.011275,0.282504,28,-0.062223,0.01588,-0.094418,0,1
6,0.604514,0.974678,1.233285,0.368607,0.020771,0.604514,232,-0.091717,0.014516,-0.125782,0,1
18,0.071331,0.200328,0.096434,0.044373,0.003754,0.210519,73,0.039702,0.006302,-0.005102,1,1
22,0.060655,0.176199,0.145813,0.318603,0.032472,0.215257,116,0.084507,0.01295,-0.000659,1,1
7,0.230785,0.569453,0.281762,0.047934,0.005415,0.330268,186,-0.042186,0.008173,-0.089822,0,1
19,0.077589,0.201962,0.126163,0.059103,0.00085,0.231565,29,0.030702,0.006358,0.0,1,1
10,0.1479,0.390568,0.192622,0.098628,0.014129,0.253643,160,0.005595,0.010098,-0.010073,1,1
4,0.466847,0.85578,0.433694,0.198119,0.00597,1.0,183,0.060127,0.009128,-0.007024,1,0
41,0.029381,0.084793,0.069076,0.087341,0.005944,0.192406,169,-0.007621,0.005295,-0.035705,1,0
12,0.141202,0.352263,0.252195,0.043335,0.00467,0.234594,174,-0.036525,0.004901,-0.041062,0,0
6,0.309694,0.778943,0.557887,0.039356,0.007313,0.425627,123,-0.047935,0.008176,-0.087611,0,1
5,0.541694,0.873976,0.709689,0.081588,0.006783,0.541694,162,-0.000686,0.005937,-0.013471,1,1
6,0.478057,0.840876,0.729641,0.065834,0.000229,0.709067,122,-0.004954,0.004646,-0.020234,0,1
25,0.067416,0.170276,0.177978,0.349155,0.031867,0.21224,234,0.074436,0.006361,-0.004966,1,1
4,0.743455,0.942749,0.986909,0.136242,0.000419,0.743455,168,-0.055361,0.007725,-0.096773,0,0
4,0.365838,0.896028,0.305636,0.055792,0.000173,1.0,14,0.03379,0.00872,-0.010734,1,1
9,0.194454,0.458207,0.261988,0.095916,0.002609,0.448946,98,0.029778,0.005181,-0.000737,1,0
4,0.357519,0.933901,0.381458,-0.070823,0.004859,1.0,150,-0.067277,0.013112,-0.152578,0,0
9,0.201656,0.594538,0.602396,0.004881,0.011853,0.344786,137,0.069529,0.007685,-0.026098,1,0
22,0.074081,0.186172,0.172994,0.354885,0.026075,0.231037,200,0.067677,0.010984,-0.005225,1,1
14,0.119815,0.313654,0.25591,0.023754,0.006602,0.250755,120,-0.006524,0.007786,-0.015266,1,0
15,0.101401,0.265969,0.196704,0.371139,0.011371,0.267926,210,0.036844,0.009133,0.0,0,1
4,0.340481,0.901861,0.303722,0.076734,0.004145,1.0,49,0.010398,0.007824,-0.03574,1,0
36,0.034098,0.099969,0.080974,-0.050817,0.006041,0.157112,36,-0.027587,0.011493,-0.063943,0,0
13,0.150022,0.365914,0.325,0.131646,0.035982,0.277959,224,0.016109,0.010843,-0.094552,0,1
5,0.38658,0.814203,0.465391,0.047355,0.004081,0.425244,71,0.030048,0.008617,-0.017551,1,0
9,0.163459,0.447794,0.228922,0.002986,0.001524,0.25799,13,-0.012515,0.008585,-0.028271,0,0
6,0.677652,0.852333,1.021971,-0.01295,0.012033,0.75573,150,-0.029047,0.008998,-0.080282,0,0
17,0.076287,0.214145,0.142307,-0.119458,0.008138,0.254016,80,-0.079492,0.012556,-0.12701,0,0
12,0.103314,0.28989,0.126165,0.076076,0.005511,0.258387,230,0.081568,0.006058,0.0,1,0
15,0.082627,0.239427,0.114951,0.128974,0.005459,0.148315,56,0.093463,0.008987,0.0,1,1
24,0.059368,0.169281,0.134816,0.052574,0.00483,0.205985,178,0.030393,0.00543,-0.012538,1,0
38,0.035467,0.10275,0.127724,-0.091372,0.016996,0.184476,206,-0.098597,0.011166,-0.122075,0,1
4,0.428821,0.919847,0.376492,0.220489,0.036724,1.0,97,0.08021,0.009156,0.0,1,1
21,0.058692,0.170505,0.089414,-0.039363,0.00132,0.150206,24,-0.048353,0.007408,-0.061409,0,1
4,0.469577,0.891642,0.439154,-0.064216,0.001785,1.0,195,0.00233,0.007348,-0.044813,0,0
5,0.573465,0.905165,0.850617,-0.026117,0.006829,0.573465,238,0.028682,0.009338,-0.020677,1,1
14,0.097865,0.262388,0.114529,0.027976,0.004857,0.173654,161,0.018598,0.004774,-0.009504,1,0
16,0.090262,0.242987,0.148051,-0.050543,0.007419,0.202263,122,0.003414,0.009232,-0.070385,1,0
20,0.069167,0.20246,0.166291,-0.005175,0.025159,0.206848,183,-0.051589,0.010654,-0.087316,0,0
33,0.035188,0.103294,0.054003,0.066147,0.004236,0.2074,39,0.07337,0.009016,-0.023226,1,1
16,0.088755,0.242752,0.118131,-0.027925,0.006187,0.31739,95,-0.038813,0.01127,-0.068902,0,1
7,0.456221,0.90025,0.943357,-0.103935,0.00538,0.456221,60,0.015487,0.011887,-0.083069,0,0
12,0.135424,0.352848,0.242201,-0.023604,0.046465,0.241149,220,-0.035255,0.010825,-0.089059,1,0
13,0.093874,0.273056,0.114069,-0.021659,0.000217,0.240456,8,0.022666,0.007748,-0.019544,1,1
12,0.121268,0.326087,0.170995,0.242548,0.019513,0.205996,228,-0.003226,0.007763,-0.038548,1,1
6,0.795631,0.990772,1.257929,0.141763,0.000973,0.795631,206,-0.043689,0.00688,-0.049003,0,1
4,0.435787,0.878205,0.431719,-0.062626,0.003614,0.435787,83,-0.115916,0.011803,-0.15846,0,1
7,0.58563,0.900779,0.953341,0.503237,0.015608,0.624654,95,0.190768,0.012187,-0.109032,1,1
5,0.461332,0.907501,0.841498,0.201548,0.006184,0.461332,158,0.015215,0.007806,-0.035062,1,1
7,0.182096,0.507832,0.176494,0.003962,0.005307,0.341929,179,0.027786,0.006728,-0.000805,1,1
4,0.377875,0.889066,0.27945,-0.092721,0.015153,1.0,238,-0.029464,0.009809,-0.104973,0,1
5,0.480937,0.89115,0.758885,0.240825,0.00843,0.480937,104,0.056475,0.008254,-0.012432,1,0
7,0.455728,0.838824,0.820504,0.014291,0.003843,0.455728,71,-0.025195,0.00847,-0.036029,1,1
19,0.07015,0.195648,0.126723,0.091588,0.00639,0.28265,169,0.018276,0.00842,-0.016919,1,0
3,0.678909,1.0,0.691152,0.024963,0.000345,0.678909,141,0.000798,0.005902,-0.048269,1,1
4,0.402911,0.942186,0.433968,-0.003898,0.002779,0.402911,102,-0.039829,0.007999,-0.069319,0,0
5,0.441255,0.914511,0.633627,0.18696,0.006351,0.441255,146,0.03142,0.006988,-0.005675,1,1
14,0.092963,0.276556,0.225383,0.197277,0.009909,0.24911,186,-0.023026,0.008521,-0.030114,1,0
19,0.064912,0.192105,0.111941,-0.0063,0.003069,0.170532,39,-0.001542,0.008089,-0.033179,0,0
7,0.314362,0.696679,0.536216,0.095231,0.007956,0.382318,83,0.002667,0.009571,-0.024227,0,0
5,0.3254,0.802025,0.444968,0.168808,0.003456,0.3254,211,0.033571,0.005169,-0.006067,1,0
24,0.056379,0.160639,0.157522,-0.100883,0.012347,0.238171,213,0.099383,0.010493,-0.044288,1,0
8,0.324138,0.722949,0.788176,0.073353,0.007993,0.346672,112,0.010701,0.007479,-0.023424,1,1
4,0.436765,0.912389,0.462966,-0.078053,0.007609,0.436765,59,-0.024274,0.011985,-0.112641,0,0
14,0.082606,0.242994,0.085392,0.051153,0.001984,0.220637,59,0.037725,0.005746,-0.022654,1,0
13,0.140313,0.343275,0.264602,0.050685,0.00432,0.298212,113,-0.036122,0.007436,-0.066723,0,0
9,0.167592,0.431439,0.21371,0.133888,0.015394,0.28034,162,0.081753,0.006065,-0.003522,1,0
4,0.526854,0.876329,0.553709,0.031362,0.000719,0.526854,21,0.018986,0.007499,-0.063876,0,1
8,0.158387,0.419054,0.088267,0.214774,0.016806,0.283308,231,0.014941,0.008756,-0.033453,1,0
13,0.110635,0.318893,0.208022,0.030632,0.003097,0.193407,151,-0.006861,0.005023,-0.018343,1,0
3,0.649081,1.0,0.632349,0.020456,0.0143,0.649081,168,-0.03487,0.008914,-0.043107,0,0
13,0.114754,0.332003,0.219045,-0.088304,0.005939,0.205843,29,-0.049895,0.009555,-0.087377,0,0
18,0.066867,0.197523,0.124709,0.026426,0.008967,0.285245,136,-0.047314,0.006429,-0.05671,0,1
7,0.514361,0.820544,0.833285,0.028743,0.004185,0.579654,35,-0.013755,0.007807,-0.064497,0,1
4,0.348262,0.858577,0.274359,-0.082216,0.001017,1.0,234,-0.016157,0.007158,-0.093184,0,1
12,0.115949,0.334052,0.2298,0.04773,0.013818,0.298151,237,0.051132,0.008832,-0.02108,1,1
22,0.07902,0.206465,0.212406,-0.002151,0.033323,0.211141,190,0.109395,0.011125,-0.002432,1,0
16,0.084901,0.244927,0.158859,0.21527,0.010978,0.237713,146,-0.006621,0.008431,-0.011986,1,1
15,0.091167,0.256422,0.175797,0.058659,0.016363,0.317334,102,-0.013003,0.008346,-0.057396,1,1
13,0.12124,0.341473,0.251821,0.034047,0.002871,0.256166,11,-0.063257,0.009952,-0.090405,0,1
8,0.172793,0.494904,0.27944,0.000653,0.00044,0.249547,10,0.000836,0.006545,-0.047751,0,1
4,0.437889,0.897334,0.470662,0.158009,0.000912,1.0,118,0.083255,0.005008,0.0,1,1
13,0.15188,0.357842,0.256324,0.440915,0.073578,0.213796,207,0.049889,0.015872,-0.004512,1,1
4,0.716506,0.943127,0.933012,-0.053432,0.009783,0.716506,186,0.028162,0.011398,-0.018525,1,0
5,0.426915,0.784816,0.45383,0.086074,0.015658,0.426915,232,0.091392,0.009169,-0.012173,1,0
20,0.071216,0.192889,0.118504,0.056001,0.005429,0.214024,129,0.051634,0.007112,0.0,1,0
6,0.491041,0.748173,0.648749,-0.002457,0.000339,0.629359,22,0.006726,0.004779,-0.025643,1,0
6,0.319432,0.642903,0.341817,0.213016,0.002295,0.319432,95,0.088167,0.00915,0.0,1,1
14,0.097212,0.26608,0.158452,-0.031213,0.002943,0.320527,35,-0.044762,0.008416,-0.07373,0,0
5,0.527603,0.803279,0.655205,0.004554,0.000201,0.527603,8,0.055169,0.006472,-0.037276,1,0
14,0.099606,0.277427,0.1395,0.01845,0.000137,0.27113,8,0.032739,0.004891,-0.00115,1,1
4,0.315321,0.831374,0.182821,0.140662,0.010405,1.0,179,0.059466,0.008134,-0.009592,1,1
7,0.478675,0.875639,1.024378,-0.07099,0.013727,0.478675,129,-0.009324,0.008571,-0.102725,0,0
5,0.427519,0.731469,0.455038,0.085537,0.001734,0.70086,116,-0.030466,0.005044,-0.039258,0,0
6,0.652237,0.85985,0.971142,0.153811,0.000923,0.652237,157,0.051006,0.004603,0.0,1,0
5,0.90728,0.981812,1.41456,-0.115107,0.00278,0.90728,223,0.020386,0.011794,-0.017425,1,1
4,0.336454,0.862263,0.260647,0.239975,0.063667,1.0,101,0.022893,0.013655,-0.041725,1,1
9,0.247572,0.636793,0.65797,0.111367,0.007417,0.262538,104,0.046839,0.007856,-0.000314,1,0
22,0.061179,0.169957,0.113293,-0.043889,0.003318,0.198449,57,-0.060067,0.006463,-0.095853,0,0
13,0.13164,0.344682,0.238022,0.127299,0.010315,0.270804,227,0.071022,0.006,-0.003634,1,0
8,0.183146,0.510908,0.271815,0.061895,0.002212,0.270107,80,-0.029586,0.006357,-0.053459,1,0
22,0.057063,0.167367,0.097824,0.03237,0.002378,0.180527,52,0.042445,0.007123,0.0,1,1
36,0.031122,0.092256,0.044778,0.048422,0.002197,0.141629,77,0.038392,0.005148,-0.001158,1,0
4,0.378834,0.849379,0.338711,-0.019228,0.006643,1.0,52,0.051083,0.014015,-0.031695,1,1
15,0.101203,0.28664,0.243318,0.182121,0.020783,0.21689,134,0.088524,0.009158,-0.000821,1,1
5,0.526921,0.918135,0.866896,0.073594,0.002115,0.555899,148,0.031227,0.006259,-0.018353,1,0
8,0.249225,0.532817,0.330444,-0.049574,0.028125,0.525726,220,-0.067222,0.009927,-0.102148,0,0
3,0.504233,1.0,0.610715,0.235615,0.005846,0.504233,36,0.029775,0.015976,-0.015276,1,1
13,0.166615,0.381502,0.303543,0.129717,0.010582,0.346141,169,0.067037,0.008182,-0.007383,1,1
4,0.780583,0.99633,1.061167,0.038253,0.000461,0.780583,57,0.03619,0.005192,-0.008704,1,0
13,0.101139,0.278488,0.133513,0.008313,0.003885,0.245968,77,0.045218,0.009334,-0.016303,1,1
5,0.4442,0.956427,0.712854,0.172693,0.012196,0.675428,220,-0.002665,0.006941,-0.046156,0,1
19,0.068908,0.195205,0.112852,0.080939,0.004014,0.213973,63,0.068505,0.009142,-0.012036,1,1
18,0.08023,0.206332,0.113426,0.041816,0.001603,0.220532,18,0.139445,0.011177,-0.074072,1,1
15,0.144197,0.353829,0.350832,0.026085,0.000222,0.234127,17,0.018338,0.003985,0.0,1,0
16,0.077531,0.229654,0.122308,0.062101,0.004185,0.173183,111,0.017962,0.006693,-0.010302,1,0
18,0.079961,0.216361,0.139761,0.108455,0.03167,0.189419,185,0.091392,0.009169,-0.012173,1,0
4,0.370229,0.871182,0.265344,0.003317,0.014329,1.0,105,-0.072703,0.01107,-0.10082,0,1
21,0.070531,0.18334,0.137731,0.087613,0.01175,0.207054,147,0.086929,0.00681,-0.007347,1,1
24,0.059264,0.166258,0.162144,0.215592,0.023634,0.253444,217,0.088415,0.006819,-0.010738,1,0
23,0.062849,0.172591,0.162449,-0.030619,0.001654,0.182898,38,-0.002152,0.007777,-0.046445,1,0
5,0.292225,0.737495,0.274989,-0.019902,0.000551,1.0,52,0.03789,0.0078,-0.046364,1,1
9,0.154852,0.38668,0.106694,0.302884,0.019974,0.36015,230,-0.002794,0.010973,-0.008669,0,1
8,0.256227,0.684135,0.747568,0.162636,0.007884,0.256227,136,0.04779,0.006586,-0.006547,1,0
6,0.685916,0.970007,1.042028,0.065649,0.002589,0.854347,175,-0.018878,0.005462,-0.025632,0,0
15,0.105758,0.26396,0.157938,0.028783,0.001909,0.320431,49,0.029528,0.005693,-0.00168,1,1
18,0.071394,0.212478,0.144443,0.028697,0.001019,0.272408,31,0.027092,0.006052,0.0,1,1
13,0.132311,0.341833,0.303047,0.099636,0.003877,0.19095,140,0.009698,0.004546,-0.015938,1,0
7,0.754854,0.93751,1.223993,0.166776,0.01142,0.793317,204,0.011306,0.008625,-0.008449,1,0
9,0.16623,0.426135,0.203869,-0.032475,0.000525,0.224597,28,0.003197,0.005226,-0.029308,1,0
39,0.031868,0.092866,0.114509,0.029729,0.020015,0.217609,132,-0.022813,0.010729,-0.061238,1,0
8,0.541554,0.774897,0.857456,-0.115667,0.000755,0.541554,224,-0.027589,0.007114,-0.078084,0,1
6,0.639527,0.932463,1.137949,-0.048566,0.005704,0.666776,186,-0.035573,0.012742,-0.095566,0,1
11,0.160913,0.38263,0.264316,0.422839,0.047641,0.333984,235,0.076855,0.009033,0.0,1,1
4,0.474662,0.97127,0.885065,0.126758,0.000139,0.503399,90,0.066683,0.005804,0.0,1,1
9,0.151307,0.422258,0.204108,0.139578,0.001949,0.363053,162,0.069037,0.005016,-0.00397,1,1
13,0.117511,0.301825,0.184382,-0.053189,0.018854,0.225149,195,0.036146,0.008854,-0.009667,1,0
4,0.408593,0.891203,0.317185,-0.292868,0.023903,0.408593,118,0.135654,0.014249,-0.149018,1,0
4,0.423452,0.87865,0.409107,0.060169,0.001397,0.423452,55,0.023307,0.005204,-0.010031,1,1
12,0.145681,0.378868,0.257737,0.044697,0.010921,0.286098,141,-0.039829,0.007999,-0.069319,0,0
5,0.344573,0.779516,0.401544,0.098139,0.003878,1.0,84,0.031645,0.006478,0.0,1,0
22,0.063908,0.175152,0.131063,0.071635,0.002781,0.234549,71,0.046442,0.007606,0.0,1,0
8,0.229225,0.592512,0.486686,0.202056,0.013904,0.281209,76,0.017344,0.009741,-0.012417,1,0
15,0.135586,0.301596,0.267678,0.042149,0.001905,0.234337,53,0.028356,0.005905,-0.003461,1,0
8,0.354777,0.631705,0.554181,0.01187,0.001321,0.354777,8,0.049889,0.015872,-0.004512,1,0
12,0.125934,0.351127,0.244057,-0.007996,0.038205,0.218329,231,-0.089217,0.010405,-0.120685,0,1
34,0.03285,0.098405,0.057115,0.059318,0.003361,0.228151,50,0.014681,0.008843,-0.083869,1,1
13,0.099442,0.274449,0.131322,0.033609,0.000734,0.24342,24,0.040274,0.004873,-0.005796,1,1
4,0.421659,0.854467,0.375613,0.220176,0.004024,1.0,83,0.037106,0.006966,0.0,1,1
4,0.364424,0.95171,0.447466,-2e-05,0.000427,0.364424,46,0.022666,0.007748,-0.019544,1,0
4,0.326421,0.835486,0.304841,0.083065,0.000369,1.0,88,0.03688,0.005055,-0.001814,1,1
7,0.407562,0.805865,0.774934,0.058457,0.006275,0.407562,221,0.035023,0.008657,-0.022295,1,1
8,0.343852,0.730471,0.710942,0.04655,0.003304,0.343852,60,0.082738,0.008428,0.0,1,0
4,0.33723,0.899012,0.298024,0.289653,0.215284,1.0,167,-0.325929,0.041458,-0.346093,0,0
12,0.13516,0.386235,0.315486,0.265105,0.014449,0.34021,92,0.044915,0.009147,-0.006659,1,1
11,0.160862,0.423523,0.338241,-0.031294,0.000951,0.247036,7,-0.089519,0.010489,-0.130162,0,1
4,0.365686,0.841499,0.272974,-0.038368,0.00836,1.0,118,-0.038813,0.01127,-0.068902,0,0
6,0.26098,0.619304,0.238608,-0.038742,0.004965,0.332272,130,-0.067969,0.008065,-0.087706,0,0
14,0.124287,0.284706,0.169095,0.142929,0.003559,0.238486,48,0.104493,0.006222,-0.002172,1,1
9,0.219509,0.491865,0.318566,0.045916,0.022815,0.230609,235,0.045143,0.0117,-0.056744,0,1
15,0.107556,0.286491,0.204398,-0.004491,0.002181,0.262324,11,0.035667,0.009679,-0.049621,1,0
8,0.502866,0.794962,0.839924,0.176602,0.002538,0.502866,143,0.05982,0.006616,-0.005541,1,1
11,0.14311,0.39467,0.27964,-0.057599,0.016878,0.300515,129,-0.065252,0.009023,-0.113852,0,0
21,0.066379,0.184331,0.150726,0.09356,0.015175,0.202826,227,0.062518,0.007383,-0.002299,1,0
4,0.277676,0.781381,0.103267,0.00181,0.000652,1.0,59,0.003644,0.008357,-0.098075,1,0
5,0.295072,0.764798,0.329595,0.027326,0.002005,1.0,123,0.021895,0.007796,-0.030496,1,1
4,0.619855,0.996842,0.761614,-0.339583,0.049217,1.0,116,0.094712,0.040828,-0.250067,0,1
4,0.431856,0.888329,0.398109,0.056897,0.016448,1.0,210,0.075649,0.005982,0.0,1,1
7,0.489339,0.913161,1.188582,0.095295,0.00685,0.489339,231,0.059188,0.007393,-0.005211,1,0
9,0.531128,0.835658,1.004649,-0.025634,0.003329,0.54841,178,-0.010822,0.007491,-0.098471,1,0
6,0.485795,0.80903,0.693214,-0.061968,0.003277,1.0,169,0.023559,0.005831,-0.024224,1,1
7,0.388138,0.694399,0.531655,0.064718,0.003272,0.388138,220,0.022914,0.00661,-0.00471,1,0
6,0.344465,0.909839,0.819679,0.002904,0.001925,0.60602,210,0.007872,0.005735,-0.005236,1,0
11,0.125638,0.362841,0.252178,-0.095988,0.010149,0.239471,157,0.132645,0.010038,0.0,1,0
9,0.257707,0.619654,0.574518,0.066808,0.005176,0.291835,94,0.037413,0.006543,0.0,1,0
11,0.129024,0.355674,0.165893,0.069802,0.014404,0.245714,113,-0.009477,0.011945,-0.081578,0,1
15,0.077518,0.229215,0.094966,0.000142,0.00026,0.211003,13,0.038472,0.005544,-0.001774,1,0
5,0.506547,0.805054,0.613094,0.08465,0.013161,1.0,101,-0.009718,0.008763,-0.03034,1,1
31,0.03483,0.103268,0.041514,0.033506,0.000773,0.196005,31,0.015517,0.004602,-0.014409,1,0
6,0.532041,0.922333,0.891428,0.073837,0.000752,0.532041,141,0.010291,0.004741,-0.002802,1,0
13,0.119745,0.316211,0.231778,0.136945,0.004279,0.275256,235,0.012394,0.004947,-0.008725,1,0
9,0.165512,0.463315,0.259964,-0.04104,0.064092,0.177564,157,-0.005253,0.01333,-0.130399,0,0
5,0.56651,0.888065,0.758712,-0.058054,0.029539,0.56651,160,-0.060857,0.010412,-0.109482,0,0
9,0.199714,0.457689,0.25453,-0.0368,0.001893,0.296557,119,0.02477,0.007808,-0.030117,1,0
23,0.054283,0.154197,0.090207,0.050019,0.004304,0.19443,196,0.026065,0.005216,-0.014148,1,0
25,0.056076,0.157314,0.161564,0.006496,0.012673,0.202591,130,0.111042,0.010961,0.0,1,0
4,0.41976,0.840799,0.33952,0.245231,0.00374,0.41976,126,0.06842,0.008069,0.0,1,0
7,0.407832,0.732121,0.634657,-0.007135,0.016921,0.561578,162,-0.018426,0.008812,-0.093935,1,0
32,0.036459,0.106134,0.058282,-0.002904,0.002245,0.157405,31,0.017793,0.007207,-0.01173,1,0
9,0.162198,0.438028,0.231308,-0.094023,0.022194,0.236702,137,0.011522,0.014174,-0.074158,0,1
4,0.3796,0.846378,0.362105,0.128487,0.001273,0.3796,237,0.083346,0.005762,0.0,1,1
45,0.026868,0.077941,0.08798,0.105058,0.010161,0.163866,155,0.017442,0.006558,-0.017641,1,1
15,0.085543,0.251163,0.161166,-0.022846,0.0128,0.287094,143,-0.086749,0.007714,-0.10135,0,0
40,0.028458,0.084226,0.062881,-0.002699,0.004618,0.154348,83,0.02323,0.006185,-0.008589,1,0
11,0.156491,0.450793,0.502046,0.671502,0.180302,0.331495,237,0.094712,0.040828,-0.250067,0,1
13,0.141945,0.318865,0.202863,-0.023169,0.000286,0.252403,7,-0.02083,0.007952,-0.069295,0,1
42,0.027847,0.081733,0.077237,0.017776,0.006493,0.185159,143,0.099723,0.007222,-0.022142,1,1
7,0.339343,0.707682,0.558222,0.04192,0.002742,0.339343,206,0.074919,0.005995,-0.001448,1,0
6,0.525306,0.929112,0.94821,0.030851,0.002553,0.553103,235,0.027011,0.006185,-0.053674,1,0
18,0.079126,0.218098,0.161445,-0.092164,0.01503,0.31029,133,-0.039231,0.008122,-0.113158,0,0
8,0.326933,0.60274,0.498862,0.070403,0.002854,0.577911,136,0.129943,0.005524,0.0,1,0
32,0.03796,0.110969,0.074163,0.002622,0.00723,0.220021,169,-0.012256,0.007948,-0.054851,1,1
4,0.809679,0.988039,1.119358,0.166163,0.001554,0.809679,182,0.01401,0.007928,-0.026544,1,0
13,0.102641,0.298801,0.223076,0.092388,0.00634,0.290185,209,0.060668,0.005202,0.0,1,0
5,0.363633,0.743204,0.327266,0.228293,0.021688,1.0,231,0.0252,0.012257,-0.025552,0,1
30,0.038347,0.113118,0.054215,0.053304,0.005004,0.199208,57,0.046235,0.00869,0.0,1,1
37,0.032804,0.096936,0.07843,-0.064726,0.010736,0.186825,179,-0.02898,0.007494,-0.091027,0,1
